instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,user_count,dayname,weather,season_name,atemp_celcius,suhu
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,Jumat,"Cerah, Berawan",Summer,32.7344,Hangat
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,Sabtu,"Cerah, Berawan",Summer,31.8504,Hangat
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,Minggu,"Cerah, Berawan",Summer,30.61895,Normal
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,Senin,"Cerah, Berawan",Summer,30.777500000000003,Normal
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,Selasa,"Cerah, Berawan",Summer,33.5546,Hangat
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,Rabu,"Cerah, Berawan",Summer,36.26915,Hangat
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,Kamis,Berkabut,Summer,36.04835,Hangat
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,Jumat,"Cerah, Berawan",Summer,32.1971,Hangat
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,Sabtu,"Cerah, Berawan",Summer,29.356650000000002,Normal
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,Minggu,"Cerah, Berawan",Summer,29.7348,Normal
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,Senin,Berkabut,Summer,30.8402,Normal
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,Selasa,"Cerah, Berawan",Summer,31.0929,Hangat
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,Rabu,"Cerah, Berawan",Summer,32.7975,Hangat
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,Kamis,"Cerah, Berawan",Summer,36.36395,Hangat
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,Jumat,Berkabut,Summer,37.87895,Hangat
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,Sabtu,"Cerah, Berawan",Summer,35.1646,Hangat
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,Minggu,"Cerah, Berawan",Summer,33.901900000000005,Hangat
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,Senin,"Cerah, Berawan",Summer,32.166250000000005,Hangat
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,Selasa,"Cerah, Berawan",Summer,30.082700000000003,Normal
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Rabu,"Cerah, Berawan",Summer,29.5773,Normal
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Kamis,"Cerah, Berawan",Summer,29.3877,Normal
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Jumat,Berkabut,Summer,29.767300000000002,Normal
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Sabtu,"Cerah, Berawan",Summer,30.01915,Normal
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Minggu,"Cerah, Berawan",Summer,32.197700000000005,Hangat
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Senin,Berkabut,Summer,32.292300000000004,Hangat
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,Selasa,Berkabut,Summer,29.767300000000002,Normal
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Rabu,Berkabut,Fall,31.8823,Hangat
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Kamis,"Cerah, Berawan",Fall,34.69145,Hangat
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Jumat,Berkabut,Fall,34.69165,Hangat
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Sabtu,"Cerah, Berawan",Fall,32.82915,Hangat
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Minggu,"Cerah, Berawan",Fall,32.16565,Hangat
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Senin,"Cerah, Berawan",Fall,31.88145,Hangat
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Selasa,Berkabut,Fall,31.8502,Hangat
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Rabu,"Cerah, Berawan",Fall,34.6279,Hangat
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Kamis,"Cerah, Berawan",Fall,32.7344,Hangat
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Jumat,"Cerah, Berawan",Fall,31.8504,Hangat
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Sabtu,"Cerah, Berawan",Fall,32.6081,Hangat
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Minggu,"Cerah, Berawan",Fall,33.3654,Hangat
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Senin,Berkabut,Fall,33.42875,Hangat
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Selasa,Berkabut,Fall,33.27085,Hangat
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Rabu,"Cerah, Berawan",Fall,34.816900000000004,Hangat
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,Kamis,"Cerah, Berawan",Fall,34.28165,Hangat
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,Jumat,"Cerah, Berawan",Fall,34.34355,Hangat
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Sabtu,Berkabut,Fall,33.524150000000006,Hangat
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Minggu,"Cerah, Berawan",Fall,33.2079,Hangat
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Senin,"Cerah, Berawan",Fall,34.50125,Hangat
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Selasa,"Cerah, Berawan",Fall,36.4902,Hangat
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Rabu,"Cerah, Berawan",Fall,36.96375,Hangat
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Kamis,"Cerah, Berawan",Fall,34.4702,Hangat
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Jumat,"Cerah, Berawan",Fall,31.7552,Hangat
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Sabtu,"Cerah, Berawan",Fall,31.21855,Hangat
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,Minggu,"Cerah, Berawan",Fall,31.91315,Hangat
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Senin,"Cerah, Berawan",Fall,33.49165,Hangat
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Selasa,"Cerah, Berawan",Fall,35.19625,Hangat
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Rabu,"Cerah, Berawan",Fall,37.37395,Hangat
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Kamis,"Cerah, Berawan",Fall,37.3425,Hangat
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,Jumat,Berkabut,Fall,41.31855,Panas
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Sabtu,"Cerah, Berawan",Fall,42.0448,Panas
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Minggu,"Cerah, Berawan",Fall,40.214349999999996,Hangat
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Senin,"Cerah, Berawan",Fall,39.74145,Hangat
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Selasa,"Cerah, Berawan",Fall,36.0479,Hangat
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Rabu,"Cerah, Berawan",Fall,34.84895,Hangat
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Kamis,"Cerah, Berawan",Fall,34.53335,Hangat
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Jumat,"Cerah, Berawan",Fall,36.995,Hangat
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Sabtu,"Cerah, Berawan",Fall,39.29835,Hangat
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Minggu,"Cerah, Berawan",Fall,36.42685,Hangat
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Senin,"Cerah, Berawan",Fall,36.4898,Hangat
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Selasa,"Cerah, Berawan",Fall,35.1646,Hangat
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Rabu,"Cerah, Berawan",Fall,35.35355,Hangat
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Kamis,Berkabut,Fall,33.99685,Hangat
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Jumat,Berkabut,Fall,33.2394,Hangat
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Sabtu,"Cerah, Berawan",Fall,32.82835,Hangat
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Minggu,Berkabut,Fall,33.807700000000004,Hangat
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Senin,"Cerah, Berawan",Fall,35.7646,Hangat
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Selasa,"Cerah, Berawan",Fall,35.16415,Hangat
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Rabu,"Cerah, Berawan",Fall,36.20605,Hangat
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Kamis,"Cerah, Berawan",Fall,34.24915,Hangat
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Jumat,"Cerah, Berawan",Fall,32.57605,Hangat
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Sabtu,"Cerah, Berawan",Fall,32.7021,Hangat
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Minggu,Berkabut,Fall,32.2929,Hangat
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Senin,Berkabut,Fall,31.219400000000004,Hangat
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Selasa,"Cerah, Berawan",Fall,30.80835,Normal
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Rabu,"Cerah, Berawan",Fall,32.29185,Hangat
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Kamis,"Cerah, Berawan",Fall,33.33355,Hangat
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Jumat,"Cerah, Berawan",Fall,33.1129,Hangat
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Sabtu,Berkabut,Fall,31.661050000000003,Hangat
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Minggu,"Cerah, Berawan",Fall,32.4498,Hangat
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Senin,"Cerah, Berawan",Fall,33.776250000000005,Hangat
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Selasa,"Cerah, Berawan",Fall,31.9127,Hangat
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Rabu,"Cerah, Berawan",Fall,30.303350000000002,Normal
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Kamis,"Cerah, Berawan",Fall,31.5346,Hangat
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Jumat,Berkabut,Fall,32.2927,Hangat
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Sabtu,"Cerah, Berawan",Fall,32.98665,Hangat
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,Minggu,Berkabut,Fall,31.7778,Hangat
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Senin,"Cerah, Berawan",Fall,32.397949999999994,Hangat
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Selasa,"Cerah, Berawan",Fall,30.3979,Normal
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Rabu,"Cerah, Berawan",Fall,29.7352,Normal
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Kamis,"Cerah, Berawan",Fall,30.556050000000003,Normal
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Jumat,"Cerah, Berawan",Fall,30.746050000000004,Normal
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Sabtu,Berkabut,Fall,30.2404,Normal
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Minggu,"Cerah, Berawan",Fall,31.66065,Hangat
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Senin,"Cerah, Berawan",Fall,33.27145,Hangat
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Selasa,Berkabut,Fall,31.282300000000003,Hangat
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Rabu,"Hujan, Salju",Fall,25.759999999999998,Normal
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Kamis,"Hujan, Salju",Fall,27.21145,Normal
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Jumat,"Hujan, Salju",Fall,27.76805,Normal
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Sabtu,Berkabut,Fall,28.9473,Normal
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Minggu,"Cerah, Berawan",Fall,30.3981,Normal
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Senin,"Cerah, Berawan",Fall,30.46145,Normal
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Selasa,"Cerah, Berawan",Fall,30.106500000000004,Normal
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Rabu,"Cerah, Berawan",Fall,30.1777,Normal
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Kamis,"Cerah, Berawan",Fall,31.345,Hangat
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Jumat,Berkabut,Fall,27.68355,Normal
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Sabtu,Berkabut,Fall,23.07375,Normal
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Minggu,Berkabut,Fall,23.9256,Normal
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Senin,"Cerah, Berawan",Fall,24.52685,Normal
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Selasa,Berkabut,Fall,26.48375,Normal
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Rabu,Berkabut,Fall,26.610850000000003,Normal
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Kamis,Berkabut,Fall,27.526650000000004,Normal
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Jumat,Berkabut,Fall,27.74815,Normal
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Sabtu,Berkabut,Winter,26.106249999999996,Normal
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Minggu,Berkabut,Winter,28.2206,Normal
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Senin,Berkabut,Winter,28.631849999999996,Normal
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Selasa,Berkabut,Winter,29.452099999999998,Normal
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Rabu,Berkabut,Winter,28.726249999999997,Normal
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Kamis,Berkabut,Winter,28.757899999999996,Normal
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Jumat,"Cerah, Berawan",Winter,28.7256,Normal
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Sabtu,"Cerah, Berawan",Winter,27.24145,Normal
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Minggu,Berkabut,Winter,20.64315,Dingin
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Senin,Berkabut,Winter,17.26585,Dingin
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Selasa,Berkabut,Winter,19.6023,Dingin
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Rabu,"Cerah, Berawan",Winter,23.6429,Normal
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Kamis,"Cerah, Berawan",Winter,26.3569,Normal
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Jumat,"Cerah, Berawan",Winter,24.02125,Normal
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Sabtu,"Cerah, Berawan",Winter,25.2202,Normal
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Minggu,"Cerah, Berawan",Winter,25.6621,Normal
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Senin,"Cerah, Berawan",Winter,26.19915,Normal
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Selasa,"Cerah, Berawan",Winter,27.14625,Normal
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Rabu,Berkabut,Winter,27.3048,Normal
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Kamis,"Hujan, Salju",Winter,25.885849999999998,Normal
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Jumat,Berkabut,Winter,27.5902,Normal
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Sabtu,Berkabut,Winter,26.48375,Normal
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Minggu,"Cerah, Berawan",Winter,24.936249999999998,Normal
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Senin,"Cerah, Berawan",Winter,25.1577,Normal
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Selasa,"Cerah, Berawan",Winter,25.53625,Normal
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Rabu,Berkabut,Winter,26.13605,Normal
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Kamis,"Hujan, Salju",Winter,25.6924,Normal
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Jumat,"Cerah, Berawan",Winter,23.32625,Normal
